 Destination Port,Destination IP, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
80,24.70.145.156,8051820,5,0,30,0,6,6,6,0,0,0,0,0,3.725865705,0.620977617,2012955,4024876.015,8050269,198,8051820,2012955,4024876.015,8050269,198,0,0,0,0,0,0,0,0,0,100,0,0.620977617,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1551,0,1551,1551,8050269,0,8050269,8050269,DDoS
80,68.209.192.4,8051826,4,0,24,0,6,6,6,0,0,0,0,0,2.980690343,0.496781724,2683942,4647359.985,8050251,4,8051826,2683942,4647359.985,8050251,4,0,0,0,0,0,0,0,0,0,80,0,0.496781724,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1575,0,1575,1575,8050251,0,8050251,8050251,DDoS
80,208.89.207.108,8051208,5,0,30,0,6,6,6,0,0,0,0,0,3.726148921,0.62102482,2012802,4024608.676,8049715,230,8051208,2012802,4024608.676,8049715,230,0,0,0,0,0,0,0,0,0,100,0,0.62102482,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1493,0,1493,1493,8049715,0,8049715,8049715,DDoS
80,137.191.145.242,7599798,4,0,24,0,6,6,6,0,0,0,0,0,3.157978673,0.526329779,2533266,4387741.091,7599793,1,7599798,2533266,4387741.091,7599793,1,0,0,0,0,0,0,0,0,0,80,0,0.526329779,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,5,0,5,5,7599793,0,7599793,7599793,DDoS
80,189.247.81.123,7594795,5,0,30,0,6,6,6,0,0,0,0,0,3.950073702,0.658345617,1898698.75,3795398.921,7591797,3,7594795,1898698.75,3795398.921,7591797,3,0,0,0,0,0,0,0,0,0,100,0,0.658345617,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2998,0,2998,2998,7591797,0,7591797,7591797,DDoS
80,91.247.113.183,7601801,4,0,24,0,6,6,6,0,0,0,0,0,3.157146576,0.526191096,2533933.667,4386316.798,7598816,981,7601801,2533933.667,4386316.798,7598816,981,0,0,0,0,0,0,0,0,0,80,0,0.526191096,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,2985,0,2985,2985,7598816,0,7598816,7598816,DDoS
80,221.85.106.8,7596821,4,0,24,0,6,6,6,0,0,0,0,0,3.159216204,0.526536034,2532273.667,4384279.01,7594803,1000,7596821,2532273.667,4384279.01,7594803,1000,0,0,0,0,0,0,0,0,0,80,0,0.526536034,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,2018,0,2018,2018,7594803,0,7594803,7594803,DDoS
80,15.102.113.243,6620203,4,0,24,0,6,6,6,0,0,0,0,0,3.625266476,0.604211079,2206734.333,3821482.299,6619402,292,6620203,2206734.333,3821482.299,6619402,292,0,0,0,0,0,0,0,0,0,80,0,0.604211079,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,801,0,801,801,6619402,0,6619402,6619402,DDoS
80,104.243.185.248,6611251,4,0,24,0,6,6,6,0,0,0,0,0,3.630175288,0.605029215,2203750.333,3816527.766,6610697,262,6611251,2203750.333,3816527.766,6610697,262,0,0,0,0,0,0,0,0,0,80,0,0.605029215,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,554,0,554,554,6610697,0,6610697,6610697,DDoS
80,196.120.246.84,6615124,4,0,24,0,6,6,6,0,0,0,0,0,3.628049905,0.604674984,2205041.333,3818643.468,6614431,250,6615124,2205041.333,3818643.468,6614431,250,0,0,0,0,0,0,0,0,0,80,0,0.604674984,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,693,0,693,693,6614431,0,6614431,6614431,DDoS
80,161.79.148.188,6527796,5,0,30,0,6,6,6,0,0,0,0,0,4.595731852,0.765955309,1631949,3262647.364,6525920,1,6527796,1631949,3262647.364,6525920,1,0,0,0,0,0,0,0,0,0,100,0,0.765955309,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1876,0,1876,1876,6525920,0,6525920,6525920,DDoS
80,137.1.239.119,6527818,5,0,30,0,6,6,6,0,0,0,0,0,4.595716363,0.765952727,1631954.5,3262587.7,6525836,1,6527818,1631954.5,3262587.7,6525836,1,0,0,0,0,0,0,0,0,0,100,0,0.765952727,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1982,0,1982,1982,6525836,0,6525836,6525836,DDoS
80,187.79.217.217,6524841,4,0,24,0,6,6,6,0,0,0,0,0,3.67825055,0.613041758,2174947,3767114.378,6524836,1,6524841,2174947,3767114.378,6524836,1,0,0,0,0,0,0,0,0,0,80,0,0.613041758,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,5,0,5,5,6524836,0,6524836,6524836,DDoS
80,134.4.244.198,6525918,5,0,30,0,6,6,6,0,0,0,0,0,4.597054391,0.766175732,1631479.5,3262272.369,6524888,1,6525918,1631479.5,3262272.369,6524888,1,0,0,0,0,0,0,0,0,0,100,0,0.766175732,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1030,0,1030,1030,6524888,0,6524888,6524888,DDoS
80,115.205.69.74,6522995,4,0,24,0,6,6,6,0,0,0,0,0,3.679291491,0.613215249,2174331.667,3765216.369,6522029,3,6522995,2174331.667,3765216.369,6522029,3,0,0,0,0,0,0,0,0,0,80,0,0.613215249,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,966,0,966,966,6522029,0,6522029,6522029,DDoS
80,164.129.204.40,6521970,4,0,24,0,6,6,6,0,0,0,0,0,3.679869733,0.613311622,2173990,3765457.671,6521966,1,6521970,2173990,3765457.671,6521966,1,0,0,0,0,0,0,0,0,0,80,0,0.613311622,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,4,0,4,4,6521966,0,6521966,6521966,DDoS
80,185.208.247.211,6523791,5,0,30,0,6,6,6,0,0,0,0,0,4.598553203,0.766425534,1630947.75,3257250.568,6516822,3,6523791,1630947.75,3257250.568,6516822,3,0,0,0,0,0,0,0,0,0,100,0,0.766425534,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,6969,0,6969,6969,6516822,0,6516822,6516822,DDoS
80,87.228.193.103,6523826,5,0,30,0,6,6,6,0,0,0,0,0,4.598528532,0.766421422,1630956.5,3257246.049,6516824,4,6523826,1630956.5,3257246.049,6516824,4,0,0,0,0,0,0,0,0,0,100,0,0.766421422,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,7002,0,7002,7002,6516824,0,6516824,6516824,DDoS
80,1.32.240.193,6515874,5,0,30,0,6,6,6,0,0,0,0,0,4.604140596,0.767356766,1628968.5,3256596.368,6513863,3,6515874,1628968.5,3256596.368,6513863,3,0,0,0,0,0,0,0,0,0,100,0,0.767356766,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2011,0,2011,2011,6513863,0,6513863,6513863,DDoS
80,69.149.129.181,6438469,5,0,30,0,6,6,6,0,0,0,0,0,4.659492808,0.776582135,1609617.25,3218559.868,6437457,1,6438469,1609617.25,3218559.868,6437457,1,0,0,0,0,0,0,0,0,0,100,0,0.776582135,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1012,0,1012,1012,6437457,0,6437457,6437457,DDoS
80,91.102.174.37,6442857,5,0,30,0,6,6,6,0,0,0,0,0,4.656319394,0.776053232,1610714.25,3220090.535,6440850,1,6442857,1610714.25,3220090.535,6440850,1,0,0,0,0,0,0,0,0,0,100,0,0.776053232,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2007,0,2007,2007,6440850,0,6440850,6440850,DDoS
80,71.9.107.199,6440574,4,0,24,0,6,6,6,0,0,0,0,0,3.726375941,0.621062657,2146858,3715842.517,6437543,3,6440574,2146858,3715842.517,6437543,3,0,0,0,0,0,0,0,0,0,80,0,0.621062657,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,3031,0,3031,3031,6437543,0,6437543,6437543,DDoS
80,16.78.224.241,6439853,5,0,30,0,6,6,6,0,0,0,0,0,4.658491428,0.776415238,1609963.25,3217267.873,6435865,969,6439853,1609963.25,3217267.873,6435865,969,0,0,0,0,0,0,0,0,0,100,0,0.776415238,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3988,0,3988,3988,6435865,0,6435865,6435865,DDoS
80,39.121.149.165,6376930,4,0,24,0,6,6,6,0,0,0,0,0,3.763566481,0.62726108,2125643.333,3681144.614,6376263,241,6376930,2125643.333,3681144.614,6376263,241,0,0,0,0,0,0,0,0,0,80,0,0.62726108,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,667,0,667,667,6376263,0,6376263,6376263,DDoS
80,228.105.210.2,6158831,5,0,30,0,6,6,6,0,0,0,0,0,4.871054263,0.811842377,1539707.75,3074876.548,6152021,4,6158831,1539707.75,3074876.548,6152021,4,0,0,0,0,0,0,0,0,0,100,0,0.811842377,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,6810,0,6810,6810,6152021,0,6152021,6152021,DDoS
80,40.129.43.194,6380529,4,0,24,0,6,6,6,0,0,0,0,0,3.761443604,0.626907267,2126843,3683167.938,6379799,305,6380529,2126843,3683167.938,6379799,305,0,0,0,0,0,0,0,0,0,80,0,0.626907267,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,730,0,730,730,6379799,0,6379799,6379799,DDoS
80,38.112.2.98,6159833,5,0,30,0,6,6,6,0,0,0,0,0,4.870261905,0.811710317,1539958.25,3079163.864,6158704,3,6159833,1539958.25,3079163.864,6158704,3,0,0,0,0,0,0,0,0,0,100,0,0.811710317,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1129,0,1129,1129,6158704,0,6158704,6158704,DDoS
80,174.18.244.241,6159713,5,0,30,0,6,6,6,0,0,0,0,0,4.870356784,0.811726131,1539928.25,3079219.167,6158757,273,6159713,1539928.25,3079219.167,6158757,273,0,0,0,0,0,0,0,0,0,100,0,0.811726131,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,956,0,956,956,6158757,0,6158757,6158757,DDoS
80,9.6.214.248,6137856,4,0,24,0,6,6,6,0,0,0,0,0,3.91016016,0.65169336,2045952,3541967.83,6135864,3,6137856,2045952,3541967.83,6135864,3,0,0,0,0,0,0,0,0,0,80,0,0.65169336,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1992,0,1992,1992,6135864,0,6135864,6135864,DDoS
80,91.126.222.195,6138835,4,0,24,0,6,6,6,0,0,0,0,0,3.909536581,0.65158943,2046278.333,3541659.134,6135834,995,6138835,2046278.333,3541659.134,6135834,995,0,0,0,0,0,0,0,0,0,80,0,0.65158943,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,3001,0,3001,3001,6135834,0,6135834,6135834,DDoS
80,62.78.33.16,6136863,5,0,30,0,6,6,6,0,0,0,0,0,4.888491074,0.814748512,1534215.75,3067094.312,6134857,1,6136863,1534215.75,3067094.312,6134857,1,0,0,0,0,0,0,0,0,0,100,0,0.814748512,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2006,0,2006,2006,6134857,0,6134857,6134857,DDoS
80,162.80.236.114,6112701,4,0,24,0,6,6,6,0,0,0,0,0,3.926251259,0.65437521,2037567,3525711.226,6108707,4,6112701,2037567,3525711.226,6108707,4,0,0,0,0,0,0,0,0,0,80,0,0.65437521,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,3994,0,3994,3994,6108707,0,6108707,6108707,DDoS
80,230.210.17.158,6115627,5,0,30,0,6,6,6,0,0,0,0,0,4.905465948,0.817577658,1528906.75,3056486.202,6113636,5,6115627,1528906.75,3056486.202,6113636,5,0,0,0,0,0,0,0,0,0,100,0,0.817577658,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1991,0,1991,1991,6113636,0,6113636,6113636,DDoS
80,125.154.3.109,6117865,5,0,30,0,6,6,6,0,0,0,0,0,4.903671461,0.817278577,1529466.25,3054925.931,6111854,4,6117865,1529466.25,3054925.931,6111854,4,0,0,0,0,0,0,0,0,0,100,0,0.817278577,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,6011,0,6011,6011,6111854,0,6111854,6111854,DDoS
80,61.181.191.164,6119883,4,0,24,0,6,6,6,0,0,0,0,0,3.9216436,0.653607267,2039961,3533312.633,6119879,1,6119883,2039961,3533312.633,6119879,1,0,0,0,0,0,0,0,0,0,80,0,0.653607267,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,4,0,4,4,6119879,0,6119879,6119879,DDoS
80,113.66.134.122,6114846,5,0,30,0,6,6,6,0,0,0,0,0,4.906092484,0.817682081,1528711.5,3055394.448,6111803,3,6114846,1528711.5,3055394.448,6111803,3,0,0,0,0,0,0,0,0,0,100,0,0.817682081,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3043,0,3043,3043,6111803,0,6111803,6111803,DDoS
80,21.50.125.146,6113851,5,0,30,0,6,6,6,0,0,0,0,0,4.906890927,0.817815154,1528462.75,3055560.871,6111804,3,6113851,1528462.75,3055560.871,6111804,3,0,0,0,0,0,0,0,0,0,100,0,0.817815154,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2047,0,2047,2047,6111804,0,6111804,6111804,DDoS
80,231.128.68.76,6116849,5,0,30,0,6,6,6,0,0,0,0,0,4.904485953,0.817414326,1529212.25,3054419.5,6110841,989,6116849,1529212.25,3054419.5,6110841,989,0,0,0,0,0,0,0,0,0,100,0,0.817414326,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,6008,0,6008,6008,6110841,0,6110841,6110841,DDoS
80,209.212.190.65,6047844,4,0,24,0,6,6,6,0,0,0,0,0,3.968356327,0.661392721,2015948,3491423.855,6047497,3,6047844,2015948,3491423.855,6047497,3,0,0,0,0,0,0,0,0,0,80,0,0.661392721,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,347,0,347,347,6047497,0,6047497,6047497,DDoS
80,144.28.209.18,6047383,5,0,30,0,6,6,6,0,0,0,0,0,4.96082355,0.826803925,1511845.75,3022656.834,6045831,475,6047383,1511845.75,3022656.834,6045831,475,0,0,0,0,0,0,0,0,0,100,0,0.826803925,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1552,0,1552,1552,6045831,0,6045831,6045831,DDoS
80,101.228.219.222,5595981,5,0,30,0,6,6,6,0,0,0,0,0,5.360990325,0.893498388,1398995.25,2796855.948,5594279,1,5595981,1398995.25,2796855.948,5594279,1,0,0,0,0,0,0,0,0,0,100,0,0.893498388,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1702,0,1702,1702,5594279,0,5594279,5594279,DDoS
80,72.25.193.34,5592900,4,0,24,0,6,6,6,0,0,0,0,0,4.291154857,0.715192476,1864300,3227333.021,5590903,3,5592900,1864300,3227333.021,5590903,3,0,0,0,0,0,0,0,0,0,80,0,0.715192476,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1997,0,1997,1997,5590903,0,5590903,5590903,DDoS
80,247.58.49.190,5593510,5,0,30,0,6,6,6,0,0,0,0,0,5.363358607,0.893893101,1398377.5,2795444.372,5591544,3,5593510,1398377.5,2795444.372,5591544,3,0,0,0,0,0,0,0,0,0,100,0,0.893893101,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1966,0,1966,1966,5591544,0,5591544,5591544,DDoS
80,87.230.150.201,5596856,5,0,30,0,6,6,6,0,0,0,0,0,5.3601522,0.8933587,1399214,2797756.706,5595849,1,5596856,1399214,2797756.706,5595849,1,0,0,0,0,0,0,0,0,0,100,0,0.8933587,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1007,0,1007,1007,5595849,0,5595849,5595849,DDoS
80,87.226.170.227,5595852,4,0,24,0,6,6,6,0,0,0,0,0,4.288891129,0.714815188,1865284,3228173.817,5592858,1001,5595852,1865284,3228173.817,5592858,1001,0,0,0,0,0,0,0,0,0,80,0,0.714815188,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,2994,0,2994,2994,5592858,0,5592858,5592858,DDoS
80,149.119.34.222,5595879,5,0,30,0,6,6,6,0,0,0,0,0,5.361088044,0.893514674,1398969.75,2795948.285,5592892,2,5595879,1398969.75,2795948.285,5592892,2,0,0,0,0,0,0,0,0,0,100,0,0.893514674,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2987,0,2987,2987,5592892,0,5592892,5592892,DDoS
80,234.226.234.107,5579851,5,0,30,0,6,6,6,0,0,0,0,0,5.376487652,0.896081275,1394962.75,2788606.205,5577872,7,5579851,1394962.75,2788606.205,5577872,7,0,0,0,0,0,0,0,0,0,100,0,0.896081275,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1979,0,1979,1979,5577872,0,5577872,5577872,DDoS
80,123.192.60.172,4627564,5,0,30,0,6,6,6,0,0,0,0,0,6.482892511,1.080482085,1156891,2313052.67,4626470,232,4627564,1156891,2313052.67,4626470,232,0,0,0,0,0,0,0,0,0,100,0,1.080482085,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,171.126.56.53,5574549,4,0,24,0,6,6,6,0,0,0,0,0,4.305281019,0.717546837,1858183,3216462.521,5572234,991,5574549,1858183,3216462.521,5572234,991,0,0,0,0,0,0,0,0,0,80,0,0.717546837,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,2315,0,2315,2315,5572234,0,5572234,5572234,DDoS
80,175.26.249.215,5577826,4,0,24,0,6,6,6,0,0,0,0,0,4.302751646,0.717125274,1859275.333,3219585.121,5576932,257,5577826,1859275.333,3219585.121,5576932,257,0,0,0,0,0,0,0,0,0,80,0,0.717125274,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,894,0,894,894,5576932,0,5576932,5576932,DDoS
80,15.15.75.141,4519881,5,0,30,0,6,6,6,0,0,0,0,0,6.637342886,1.106223814,1129970.25,2255961.612,4513912,985,4519881,1129970.25,2255961.612,4513912,985,0,0,0,0,0,0,0,0,0,100,0,1.106223814,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,174.22.33.103,4514891,4,0,24,0,6,6,6,0,0,0,0,0,5.315742949,0.885957158,1504963.667,2603219.722,4510902,1,4514891,1504963.667,2603219.722,4510902,1,0,0,0,0,0,0,0,0,0,80,0,0.885957158,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,56.168.237.133,4599973,5,0,30,0,6,6,6,0,0,0,0,0,6.52177741,1.086962902,1149993.25,2299217.167,4598819,313,4599973,1149993.25,2299217.167,4598819,313,0,0,0,0,0,0,0,0,0,100,0,1.086962902,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,188.200.66.117,4517899,5,0,30,0,6,6,6,0,0,0,0,0,6.640254685,1.106709114,1129474.75,2255602.739,4512877,1,4517899,1129474.75,2255602.739,4512877,1,0,0,0,0,0,0,0,0,0,100,0,1.106709114,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,54.92.177.224,4516866,5,0,30,0,6,6,6,0,0,0,0,0,6.6417733,1.106962217,1129216.5,2257704.373,4515773,3,4516866,1129216.5,2257704.373,4515773,3,0,0,0,0,0,0,0,0,0,100,0,1.106962217,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,7.151.58.161,4514863,5,0,30,0,6,6,6,0,0,0,0,0,6.644719895,1.107453316,1128715.75,2256776.88,4513881,4,4514863,1128715.75,2256776.88,4513881,4,0,0,0,0,0,0,0,0,0,100,0,1.107453316,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,233.25.51.206,4518846,5,0,30,0,6,6,6,0,0,0,0,0,6.638863108,1.106477185,1129711.5,2258107.048,4516872,3,4518846,1129711.5,2258107.048,4516872,3,0,0,0,0,0,0,0,0,0,100,0,1.106477185,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,238.244.59.161,4515848,5,0,30,0,6,6,6,0,0,0,0,0,6.643270544,1.107211757,1128962,2257268.712,4514865,3,4515848,1128962,2257268.712,4514865,3,0,0,0,0,0,0,0,0,0,100,0,1.107211757,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,83.97.184.24,4436908,4,0,24,0,6,6,6,0,0,0,0,0,5.409172334,0.901528722,1478969.333,2560774.526,4435897,0,4436908,1478969.333,2560774.526,4435897,0,0,0,0,0,0,0,0,0,0,80,0,0.901528722,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,68.90.158.197,4437893,5,0,30,0,6,6,6,0,0,0,0,0,6.759964695,1.126660782,1109473.25,2217613.216,4435893,3,4437893,1109473.25,2217613.216,4435893,3,0,0,0,0,0,0,0,0,0,100,0,1.126660782,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,81.192.132.66,4422424,5,0,30,0,6,6,6,0,0,0,0,0,6.783610074,1.130601679,1105606,2209198.821,4419404,3,4422424,1105606,2209198.821,4419404,3,0,0,0,0,0,0,0,0,0,100,0,1.130601679,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
